21:8,3,3,4,9,9,5,2,9,8,8,5,5,5,7,4,6,6,7,1,1,6,4,2,2,3,2,7,5,3
22:7,6,8,2,8,2,6,4,7,5,8,3,5,9,5,7,2,1,1,6,5,9,6,7,4,5,4,1,9,5
23:1,4,8,6,4,6,4,3,7,9,1,1,6,2,8,9,9,5,6,8,7,4,9,2,8,5,2,3,3,5
24:4,6,6,4,6,2,3,2,3,8,9,7,1,7,7,2,8,6,1,1,5,1,6,8,1,3,8,6,4,5
25:6,5,2,4,5,8,6,5,6,6,5,4,7,1,9,3,7,2,3,4,5,7,4,7,5,4,8,2,5,7
26:3,4,2,3,9,6,8,1,8,3,7,4,5,5,5,7,4,2,7,6,5,4,3,5,4,8,4,6,6,6
27:7,4,2,6,9,4,2,9,4,8,8,9,7,6,9,1,3,5,7,9,3,6,4,2,7,5,6,8,3,1
28:3,4,6,5,6,8,9,9,6,8,5,3,4,7,4,1,3,5,5,1,9,4,7,2,5,6,7,8,1,4
29:5,5,5,6,3,3,8,5,7,5,6,5,5,9,4,8,1,9,6,6,9,6,3,9,7,8,5,6,3,7
30:3,8,4,4,5,9,7,5,2,7,3,8,9,8,6,5,9,8,2,3,8,3,9,9,2,3,8,7,3,8
31:2,3,8,2,5,8,3,5,1,4,2,5,5,5,3,5,7,7,6,3,4,6,1,1,1,8,8,4,5,6
32:8,5,8,5,7,1,9,2,4,3,6,8,4,1,3,1,1,4,1,4,3,9,7,6,3,1,8,7,7,1
33:2,9,3,2,7,8,9,7,2,4,8,4,6,4,6,7,9,5,6,5,7,7,5,2,9,9,6,3,6,6
34:3,2,9,2,7,4,7,7,9,4,1,9,5,8,4,6,2,7,3,8,1,3,9,5,4,2,4,5,3,7
35:9,5,4,6,4,3,3,7,5,2,5,3,5,9,8,8,4,5,3,9,9,7,7,2,2,4,8,6,2,9
36:2,5,3,4,2,6,5,2,2,1,3,3,3,4,4,9,4,4,1,2,5,8,3,5,7,1,7,4,2,5
37:3,8,4,4,5,9,7,5,2,7,3,8,9,8,6,5,9,8,2,3,8,3,9,9,2,3,8,7,8,8
38:5,1,9,5,6,9,4,2,8,1,6,7,7,6,2,1,8,7,8,5,3,1,7,7,5,2,7,4,4,1
39:3,1,6,7,7,1,2,1,2,6,3,8,8,8,8,5,4,1,1,5,1,3,9,5,7,8,1,6,5,4
40:5,9,4,1,8,8,7,6,9,1,6,3,5,1,9,6,3,9,4,7,1,5,5,2,4,7,9,4,9,1
41:7,5,6,6,6,9,3,2,1,4,6,9,9,8,6,3,7,2,3,9,9,9,3,8,5,5,4,9,9,8
42:2,8,5,2,6,2,5,4,2,5,6,2,8,6,3,7,7,4,6,7,8,2,2,6,8,9,9,8,6,6
43:8,3,2,4,9,2,5,6,6,9,5,4,8,2,9,5,7,4,6,1,3,6,2,9,9,8,8,7,3,2
44:9,9,2,5,8,1,2,7,1,5,9,1,8,2,6,5,8,1,7,1,7,3,3,8,2,5,1,1,2,6
45:4,6,9,7,4,6,9,7,8,9,4,4,7,8,5,8,1,7,9,2,4,1,1,4,6,6,9,6,5,5
46:2,6,9,6,7,1,7,3,8,9,1,2,4,8,4,1,9,5,8,7,9,9,5,9,1,1,3,3,4,8
47:9,2,1,9,5,4,6,9,1,8,5,7,4,8,2,6,8,5,6,4,8,5,3,7,9,1,9,8,8,9
48:8,7,9,4,6,6,2,4,5,1,8,3,4,9,6,3,9,8,3,5,7,9,6,2,8,6,5,5,1,5
49:2,4,4,3,2,7,9,9,2,2,7,2,3,3,2,8,9,8,3,2,3,8,2,6,9,3,2,9,7,3
50:2,6,9,2,1,7,1,5,4,7,7,6,4,1,1,4,4,8,3,3,6,5,5,2,9,6,1,6,8,6
51:3,1,4,9,8,9,4,6,8,9,1,3,4,6,9,5,1,2,3,8,4,9,1,9,4,7,7,5,3,1
52:7,9,5,1,1,6,6,5,7,3,4,7,7,8,4,4,8,4,4,8,5,1,1,5,4,1,9,2,7,9
53:9,4,5,2,5,1,6,5,6,1,6,3,3,8,8,1,7,5,6,4,6,4,2,9,7,6,3,6,6,4
54:8,8,2,3,9,7,8,3,5,9,3,7,1,9,3,9,8,7,2,5,5,2,1,8,1,6,7,1,7,3
55:5,7,8,4,3,5,5,7,6,1,2,1,1,8,3,1,3,7,4,5,3,9,3,8,6,2,9,1,9,5
56:2,4,9,3,1,3,9,6,4,7,4,9,4,9,5,7,6,4,3,7,7,9,7,3,3,1,7,8,7,8
57:3,2,8,6,1,3,5,7,2,7,8,1,6,3,7,7,9,3,6,7,7,5,9,5,5,5,7,7,8,8
58:8,4,5,2,6,9,6,2,1,7,9,7,2,9,5,1,9,7,4,1,6,6,5,8,7,3,2,6,4,8
59:3,3,2,4,2,2,6,3,8,4,2,1,4,8,4,2,4,1,4,7,6,8,6,8,3,8,9,2,5,1
60:3,1,7,1,7,9,7,5,6,9,6,8,1,3,7,3,9,1,2,5,7,4,7,8,4,7,2,7,1,2
61:3,8,4,5,9,4,4,9,5,4,7,4,3,3,8,1,8,3,2,2,5,7,3,6,4,6,8,7,4,6
62:3,2,9,6,7,9,4,6,9,5,8,8,8,1,7,3,1,1,3,9,9,2,6,6,2,2,5,8,2,4
63:7,9,8,3,6,1,2,2,7,3,5,7,2,8,3,1,4,4,1,2,8,3,9,3,4,8,7,6,8,5
64:4,3,8,5,4,6,6,6,1,7,6,6,9,4,4,8,7,4,5,2,6,7,3,7,2,7,7,1,3,3
65:3,3,2,3,2,5,5,2,1,4,2,2,4,6,3,9,9,7,2,1,2,4,5,4,1,5,7,5,9,1
66:2,1,6,9,1,3,4,6,1,1,9,9,9,9,4,5,3,9,3,8,3,8,6,7,2,6,4,6,4,6
67:3,2,9,2,7,4,7,7,9,4,1,9,5,8,4,6,2,7,3,8,1,3,6,5,4,2,4,5,3,7
68:4,8,5,4,5,3,6,8,2,6,8,6,8,1,4,3,7,5,5,5,6,5,1,9,7,7,3,9,2,6
69:7,1,9,6,6,5,3,9,2,9,1,8,8,4,9,3,8,1,6,8,4,4,9,9,5,6,7,7,2,5
70:7,1,5,5,7,4,8,5,6,2,8,2,8,6,7,5,5,2,4,4,2,6,4,1,1,1,5,4,7,8
71:2,5,7,1,9,5,9,2,7,7,1,9,6,6,3,9,5,8,9,3,2,9,9,5,1,3,7,4,5,2
72:5,4,1,9,1,4,4,1,1,4,6,1,1,7,8,6,8,8,4,5,9,1,1,5,9,9,2,8,9,7
73:9,9,7,4,8,5,1,5,6,1,4,3,5,9,9,6,2,7,3,7,6,1,1,1,9,1,4,3,9,8
74:9,8,3,7,1,4,1,8,2,6,2,1,6,8,5,8,3,9,1,4,2,5,6,1,3,7,1,7,3,6
75:4,2,4,9,6,4,4,3,7,2,9,6,2,5,5,9,4,3,8,1,2,1,9,2,8,1,4,6,8,1
76:8,3,9,3,1,8,3,4,7,7,5,9,9,9,2,6,8,4,7,8,3,6,9,4,1,3,1,9,5,3
77:9,4,8,9,6,6,7,4,2,2,4,7,6,3,6,9,8,9,1,6,1,7,8,9,7,3,2,8,9,3
78:3,4,2,4,4,8,7,6,8,3,8,6,4,7,6,8,2,8,2,3,8,1,5,3,5,6,9,9,9,5
79:6,7,7,4,8,2,4,1,7,3,3,1,4,9,5,4,7,1,4,9,1,4,4,1,4,5,3,9,1,2
80:5,5,3,2,3,5,6,2,7,7,2,4,6,9,7,9,1,9,2,8,3,7,5,3,5,3,8,4,6,1
81:6,7,2,7,3,7,1,8,9,5,3,4,3,5,5,7,5,9,1,5,5,5,3,8,2,2,1,3,5,8
82:4,1,9,7,7,6,5,5,8,8,3,6,8,2,8,5,3,3,1,5,5,6,9,5,8,5,9,8,5,8
83:4,8,5,4,5,3,6,8,2,5,8,6,8,1,4,3,7,5,5,5,6,5,1,9,7,7,3,9,2,9
84:9,9,2,5,8,1,2,7,1,5,9,1,8,2,6,5,8,1,7,1,7,3,3,8,2,5,1,1,2,9
85:1,4,4,2,4,3,2,2,2,9,7,3,4,6,3,7,7,2,1,6,4,7,7,1,5,4,5,4,1,9
86:9,4,5,7,7,7,3,6,4,8,9,4,4,6,9,6,5,9,8,1,6,1,4,6,8,5,4,2,4,5
87:9,2,1,7,3,2,7,7,9,4,9,7,5,2,1,5,3,2,8,7,1,4,4,1,1,8,6,1,4,6
88:8,8,2,3,9,7,8,3,5,3,3,7,1,9,3,9,8,7,2,5,5,2,1,8,1,6,7,1,7,6
89:1,9,8,3,1,7,5,9,9,6,1,3,4,3,2,9,1,4,7,8,5,5,6,2,6,4,6,5,8,1
90:3,3,2,4,2,2,6,3,8,4,2,1,4,8,4,2,4,1,4,7,6,8,6,8,3,8,9,2,5,1
91:8,5,4,2,5,1,4,4,5,1,5,6,8,4,2,6,1,9,4,9,1,7,7,7,2,9,8,9,8,1
92:1,6,8,8,4,5,1,3,2,1,7,8,6,5,6,9,3,5,9,1,3,4,2,5,7,7,9,9,2,6
93:3,8,9,2,7,2,8,3,4,5,8,7,5,5,7,3,5,7,7,9,8,5,2,7,7,5,7,4,6,4
94:5,5,3,2,3,5,6,2,7,7,2,2,6,9,7,9,1,9,2,8,3,7,5,3,5,3,8,4,6,3
95:7,3,3,6,6,4,3,2,5,9,9,4,7,5,5,1,6,8,6,9,5,3,7,2,3,6,7,6,6,1
96:6,2,9,4,9,6,8,7,2,6,5,6,9,9,5,7,8,9,2,3,3,8,9,6,8,2,1,4,4,9
97:6,7,7,4,8,2,4,1,7,3,3,1,4,9,5,4,7,1,4,9,1,4,4,1,4,5,3,9,1,8
98:5,6,4,9,5,2,4,7,9,4,9,3,7,7,5,8,4,4,6,5,6,5,9,8,9,9,3,6,3,6
99:3,5,7,1,8,9,6,2,4,5,9,7,5,8,8,1,3,2,1,7,6,5,8,4,4,1,9,4,2,9
100:9,4,8,9,6,6,7,4,2,2,4,7,6,3,6,9,8,9,1,6,1,7,8,9,7,1,2,8,9,7
101:8,5,5,3,7,5,6,4,1,7,2,6,4,4,2,7,8,4,9,3,5,4,8,4,7,3,7,6,2,2
102:3,1,7,1,7,9,7,5,6,9,6,8,1,3,7,3,9,1,2,5,7,4,7,8,4,7,4,7,1,2
103:5,2,9,9,4,4,7,4,3,1,9,7,5,4,7,8,8,3,3,2,6,6,7,1,6,2,7,7,7,5
104:4,3,2,7,5,5,5,4,8,6,7,7,7,2,9,7,8,5,3,8,8,3,7,7,3,9,1,2,3,6
105:7,9,7,7,2,1,3,5,3,4,8,6,1,9,2,8,2,4,2,7,4,4,9,3,5,9,5,7,6,5
106:3,6,6,1,9,2,9,2,5,5,1,2,9,1,9,5,1,8,2,3,9,2,9,5,3,9,4,9,3,5
107:3,5,2,8,9,6,3,1,1,7,2,6,9,9,7,5,5,3,5,3,7,1,2,7,9,7,7,8,6,8
108:6,8,6,5,9,5,1,4,1,5,6,2,2,4,4,5,9,7,6,6,6,2,2,9,7,4,8,3,4,7
109:9,9,4,1,6,4,1,5,5,6,2,9,6,8,2,6,5,8,4,5,9,7,6,2,7,9,8,1,7,4
110:5,3,4,3,5,9,7,5,6,2,4,8,6,6,7,8,4,4,1,4,9,1,7,2,2,4,3,6,6,4
111:4,6,6,4,6,2,3,2,3,8,9,7,1,7,7,2,8,6,1,1,5,1,6,8,1,3,8,6,4,5
112:1,3,7,4,4,1,3,7,9,5,6,8,5,7,9,9,2,4,3,1,5,3,6,4,3,1,9,4,3,9
113:9,4,5,7,7,7,3,6,4,8,9,4,4,6,9,6,5,9,8,1,6,1,4,6,8,5,4,2,4,1
114:5,1,1,1,7,7,4,6,6,4,8,4,9,2,6,7,3,3,9,9,4,7,7,5,3,1,9,1,6,7
115:9,9,5,3,3,6,3,8,1,3,6,3,3,5,5,1,5,6,7,4,5,2,5,6,2,3,2,4,8,7
116:5,1,1,1,7,7,4,6,6,4,8,4,9,2,6,7,3,3,9,9,4,7,7,5,3,1,9,1,6,2
117:7,9,5,8,7,9,3,2,2,7,7,4,9,1,1,3,9,8,6,6,5,8,6,6,3,5,7,6,6,9
118:2,5,4,5,4,5,7,5,5,1,6,6,5,9,9,5,5,5,2,7,7,9,1,6,5,7,8,8,6,4
119:5,1,7,4,4,1,1,2,1,5,9,8,3,2,5,3,3,2,6,8,4,3,9,1,3,2,3,2,6,6
120:5,3,1,6,3,2,1,7,2,7,2,5,7,3,7,3,9,3,8,8,8,2,9,8,7,7,2,4,9,9
121:8,8,9,4,1,8,9,4,3,7,7,4,2,6,1,9,8,6,8,7,9,1,6,9,6,5,2,7,2,1
122:9,8,4,4,7,9,2,7,7,8,5,1,6,3,7,1,2,2,9,2,1,4,9,7,4,1,4,5,6,1
123:8,1,1,5,4,9,5,9,6,9,6,1,9,8,9,4,2,8,4,1,3,3,8,6,9,7,5,2,9,1
124:6,3,6,3,7,8,4,5,9,6,9,5,2,8,8,6,4,2,5,2,6,4,6,1,1,3,1,5,9,8
125:7,7,3,6,8,6,9,7,1,6,7,5,1,8,8,1,6,5,8,8,9,5,2,7,2,1,3,4,4,3
126:9,5,3,1,2,7,5,5,5,9,3,7,7,2,2,1,9,2,8,5,3,6,2,2,8,1,9,9,7,8
127:5,1,4,2,5,4,7,5,5,2,7,2,2,9,8,4,5,8,8,4,8,7,3,7,7,2,8,7,3,9
128:3,5,6,6,4,1,8,4,1,1,5,9,6,4,5,1,7,8,6,1,6,4,3,6,8,8,4,8,5,8
129:2,4,7,8,9,4,1,8,1,5,5,5,7,3,3,3,5,2,7,2,1,4,1,2,7,9,9,1,8,7
130:7,3,1,5,6,2,2,2,6,7,2,2,5,8,3,2,8,8,9,9,9,7,5,9,4,3,8,2,7,5
131:5,8,7,9,6,8,2,5,2,2,4,3,9,1,8,5,8,7,9,8,6,9,6,9,3,5,5,2,3,5
132:8,5,5,3,7,5,6,4,1,7,2,6,4,4,2,7,8,4,9,3,5,4,8,4,7,3,7,6,2,2
133:5,4,4,5,3,1,9,5,4,6,3,1,4,7,2,7,1,7,7,9,8,1,6,5,3,2,5,5,7,8
134:5,9,4,7,4,9,2,1,8,8,4,1,5,9,3,9,2,8,3,8,5,6,5,1,4,5,1,6,8,4
135:1,3,2,8,6,3,1,9,7,9,2,8,7,3,1,9,6,9,7,6,3,5,5,6,9,2,2,1,1,2
136:2,8,6,7,8,9,1,5,7,4,8,5,2,7,9,2,6,2,6,9,3,8,6,9,2,4,8,3,4,4
137:5,7,8,4,3,2,5,7,6,1,2,1,1,8,3,1,3,7,4,5,3,9,3,8,6,2,9,1,9,8
138:4,8,8,1,2,3,3,9,3,2,2,1,6,9,5,5,7,7,4,7,7,3,8,3,4,5,8,7,4,2
139:3,1,2,6,4,8,4,7,4,9,4,8,5,8,7,5,5,5,7,4,4,2,9,9,3,3,3,1,4,5
140:1,9,9,9,1,4,9,3,1,6,6,3,2,9,8,2,5,3,9,2,1,6,4,8,5,2,4,1,2,7
141:6,4,7,6,2,3,7,8,9,5,8,7,7,2,1,5,7,2,8,2,2,5,5,9,4,6,2,1,9,9
142:1,4,4,2,4,3,2,2,2,9,7,3,4,6,3,7,7,2,1,6,4,7,7,1,5,4,5,4,1,9
143:7,9,9,9,3,4,4,8,2,4,4,5,3,3,8,8,2,8,9,1,8,7,9,7,4,7,9,9,4,9
144:1,3,5,6,6,1,4,7,6,2,3,9,1,3,6,1,8,7,2,9,7,6,4,3,4,1,1,2,2,9
145:2,6,2,5,5,9,2,6,4,5,8,9,6,6,6,1,1,7,2,5,8,3,7,3,1,9,4,1,5,5
146:1,9,9,9,1,4,9,3,1,6,6,3,2,9,8,2,5,3,9,2,1,6,4,8,5,2,4,1,2,7
147:1,3,1,2,6,5,5,5,2,5,2,5,2,2,3,7,1,3,8,8,7,5,7,9,7,1,6,8,1,5
148:6,1,8,1,4,3,3,6,2,2,4,9,3,9,9,4,1,7,8,3,7,9,3,9,7,6,9,6,5,5
149:2,8,5,2,6,2,5,4,2,5,6,2,8,6,3,7,7,4,6,8,8,2,2,6,8,9,9,8,6,6
150:6,3,5,4,7,4,7,4,3,9,6,2,1,3,8,5,2,4,2,1,9,8,6,5,5,9,1,9,8,3
151:7,6,8,2,8,2,6,4,7,5,8,6,5,9,5,7,2,1,1,6,5,9,6,7,4,5,4,1,9,5
152:7,6,8,3,4,5,2,2,1,8,9,9,9,1,4,7,4,9,7,4,9,5,4,6,2,7,4,5,9,8
153:7,5,6,6,6,9,3,2,1,4,6,8,9,8,6,3,7,2,3,9,9,9,3,8,5,5,4,9,9,2
154:7,4,3,4,2,7,2,8,9,7,1,8,4,4,6,5,9,2,4,9,8,2,9,4,4,2,5,5,7,5
155:5,2,4,2,8,2,6,7,8,2,6,3,5,9,7,9,6,7,9,3,9,4,3,8,9,3,4,3,6,8
156:4,7,3,1,5,1,5,6,7,5,7,1,7,2,2,2,9,7,8,8,7,8,5,2,2,6,1,2,2,4
157:3,1,1,9,1,1,7,1,9,6,8,7,2,1,1,2,9,4,8,7,3,9,4,9,2,5,8,8,2,1
158:9,7,6,1,3,7,4,2,7,4,4,6,6,8,6,8,3,4,3,8,7,5,2,5,7,9,2,7,3,7
159:6,7,5,2,8,8,1,2,2,6,7,8,7,5,9,8,1,7,3,9,5,1,7,6,2,2,6,8,8,3
160:9,9,7,4,8,5,1,5,6,1,4,3,5,9,9,6,2,7,3,7,6,1,1,1,9,1,4,3,9,5
161:2,5,3,2,6,6,4,6,9,1,2,6,7,9,4,6,2,7,7,6,9,4,2,8,3,4,5,6,5,9
162:3,4,1,5,5,2,7,1,3,6,1,8,7,2,9,1,5,2,1,7,4,5,4,6,7,1,1,4,7,1
163:5,9,6,3,8,8,3,7,9,6,2,4,5,1,9,9,8,9,4,6,6,4,2,9,1,9,1,6,1,9
164:8,8,9,4,1,8,9,4,3,7,7,4,2,6,1,9,8,6,8,7,9,1,6,9,6,5,2,7,2,5
165:1,3,7,4,4,1,3,7,9,5,6,8,5,7,9,9,2,4,3,1,5,3,6,4,3,1,9,4,3,8
166:9,6,4,2,7,7,5,1,1,7,9,7,2,6,9,6,3,8,3,6,2,3,1,7,2,4,3,1,5,3
167:5,4,1,9,1,4,4,1,1,4,6,1,1,7,8,6,8,8,4,5,9,1,1,5,9,9,2,8,9,8
168:6,5,8,7,7,8,8,6,2,9,4,5,2,7,3,3,1,4,4,2,5,9,5,7,2,6,5,7,1,8
169:4,9,8,6,9,4,7,5,5,8,5,1,4,4,4,3,4,5,9,2,2,3,4,8,6,2,4,5,1,9
170:7,9,2,3,6,9,2,6,6,2,8,2,7,4,4,2,7,2,1,8,8,9,7,6,3,8,7,8,6,6
171:7,4,2,6,9,4,2,9,4,8,8,9,7,6,9,1,3,5,7,9,3,6,4,2,7,5,6,8,3,5
172:7,6,8,3,4,5,2,2,1,8,9,9,9,1,4,7,4,9,7,4,9,5,4,6,2,7,4,5,9,2
173:2,1,6,9,1,3,4,6,1,1,9,5,9,9,4,5,3,9,3,8,3,8,6,7,2,6,4,6,4,1
174:9,4,5,2,5,1,6,5,6,1,6,3,3,8,8,1,7,5,6,4,6,4,2,9,5,6,3,6,6,1
175:3,1,9,3,9,1,2,6,8,8,1,3,6,1,9,2,9,2,7,5,8,3,3,6,5,5,8,1,4,8
176:7,5,5,8,6,8,7,3,2,9,9,3,8,2,4,2,7,8,9,2,1,8,1,1,5,6,3,2,6,5
177:6,9,3,9,5,6,7,8,2,3,8,2,1,9,4,3,3,8,7,1,2,7,9,5,1,3,3,7,5,9
178:4,6,6,4,6,2,3,2,3,8,9,7,1,7,7,2,8,6,1,1,5,1,6,8,1,3,8,6,4,4
179:1,9,9,9,1,4,9,3,1,3,6,3,2,9,8,2,5,3,9,2,1,6,4,8,5,2,4,1,2,7
180:5,2,9,6,3,9,9,4,5,1,4,7,3,7,9,2,7,5,3,4,1,7,3,7,4,4,2,8,4,1
181:3,5,7,1,8,9,6,2,4,5,9,7,2,8,8,1,3,2,1,7,6,5,8,4,4,1,9,4,2,9
182:5,2,2,7,3,1,1,4,7,4,9,4,1,1,4,8,2,6,2,3,1,5,5,1,1,5,2,4,2,1
183:2,4,7,8,9,4,1,8,1,5,5,5,7,3,3,3,5,2,7,2,1,4,1,2,7,9,9,1,8,7
184:5,2,4,2,8,2,6,7,8,2,6,3,5,9,7,9,6,7,9,3,9,4,3,8,9,3,4,3,6,8
185:5,4,9,7,6,2,4,8,2,3,9,5,1,2,2,4,9,4,9,3,2,4,3,5,9,8,6,1,8,4
186:9,3,5,4,7,3,5,1,6,5,8,4,1,4,3,6,2,6,3,7,4,7,3,5,8,3,4,6,7,6
187:7,2,2,9,9,8,7,7,4,4,1,7,7,8,5,8,2,7,2,8,8,7,4,8,9,7,9,8,6,7
188:7,7,2,9,7,2,4,1,6,9,2,1,9,9,5,8,5,6,1,6,6,6,7,8,1,1,4,1,4,4
189:5,4,9,9,1,4,4,1,1,4,6,1,1,7,8,6,8,8,4,5,9,1,1,5,9,9,2,8,9,7
190:1,3,3,2,5,5,8,1,6,3,3,9,6,2,8,8,6,6,7,4,8,5,4,6,7,4,4,9,8,8
191:5,5,3,7,3,7,5,2,2,1,5,7,4,5,1,6,9,5,1,1,8,4,4,7,1,9,7,3,2,7
192:4,7,4,7,8,2,4,9,9,1,3,8,6,5,4,4,9,6,8,7,6,3,9,9,1,3,4,3,1,7
193:5,3,3,2,2,4,2,5,2,1,6,7,9,5,7,8,7,9,5,2,3,8,3,3,6,3,4,4,5,9
194:2,2,6,2,1,9,1,5,7,4,9,3,2,2,6,5,5,3,5,2,3,5,2,1,3,4,4,1,5,3
195:8,8,2,3,9,7,8,3,5,9,3,7,1,9,3,9,8,7,2,5,5,2,1,8,1,6,7,1,7,6
196:7,9,7,7,2,1,3,5,3,4,8,6,1,9,2,8,2,4,2,7,4,4,9,3,5,9,5,7,6,4
197:4,7,4,7,8,2,4,9,9,1,3,8,6,5,4,4,9,6,8,7,6,3,9,9,1,3,4,3,1,9
198:9,5,8,5,9,2,4,3,1,8,8,6,3,1,9,2,8,9,5,8,1,5,3,5,5,4,5,3,7,3
199:9,7,3,8,1,4,1,4,3,2,1,3,3,9,8,6,8,6,4,4,6,5,5,3,1,8,6,8,9,3
200:1,3,1,2,6,5,5,5,2,5,2,5,2,2,3,7,1,3,8,8,7,5,7,9,7,1,6,8,1,6
201:8,3,3,4,9,9,5,2,9,8,8,5,5,5,7,4,6,6,7,1,1,6,4,2,2,3,2,7,5,1
202:4,3,2,7,5,5,5,4,8,6,7,7,7,2,9,7,8,5,3,8,8,3,7,7,3,9,1,2,3,7
203:2,4,7,8,9,4,1,8,1,5,5,5,7,3,2,3,5,2,7,2,1,4,1,2,7,9,9,1,8,7
204:4,6,3,4,3,6,5,2,1,1,3,4,8,8,1,4,7,4,3,2,6,5,3,8,5,8,1,8,9,1
205:2,7,1,2,1,8,8,8,2,7,7,4,8,8,9,7,2,9,1,2,1,3,2,2,7,9,8,1,7,4
206:6,5,9,7,1,7,7,5,8,5,6,2,7,1,2,8,9,1,6,8,6,7,9,2,1,4,2,6,3,9
207:3,2,9,6,7,9,4,6,9,5,8,8,8,1,7,3,1,1,3,9,9,2,6,6,2,2,5,8,2,4
208:1,9,9,9,5,6,6,3,8,9,2,8,5,4,3,9,2,2,7,7,8,1,8,5,3,5,3,5,3,4
209:8,8,9,4,1,8,9,4,3,7,7,5,2,6,1,9,8,6,8,7,9,1,6,9,6,5,2,7,2,1
210:3,5,5,3,4,8,9,7,7,6,1,5,7,9,2,2,9,4,3,6,3,4,8,4,9,6,5,8,9,5
211:6,1,2,8,3,8,6,6,9,1,9,6,4,4,7,4,6,1,6,8,7,1,3,4,7,4,6,2,6,3
212:8,4,5,2,6,9,6,2,1,7,9,7,2,9,5,1,9,7,4,1,6,6,5,8,7,3,2,6,4,9
213:9,6,9,8,9,4,9,9,8,6,7,4,6,7,9,2,5,3,4,1,1,4,8,7,9,4,9,6,1,1
214:2,9,2,8,3,8,4,1,2,1,4,1,3,5,2,6,4,5,7,7,1,6,5,7,5,3,7,9,6,6
215:1,3,1,2,3,5,5,5,2,5,2,5,2,2,3,7,1,3,8,8,7,5,7,9,7,1,6,8,1,5
216:3,9,9,4,7,8,1,8,9,8,3,4,7,4,6,4,5,2,8,9,9,6,5,5,4,2,3,8,7,3
217:5,7,8,7,9,7,3,5,5,2,7,1,3,1,7,7,9,5,3,1,3,8,1,3,2,8,9,9,5,9
218:5,1,1,8,1,3,6,4,8,6,2,2,5,8,4,3,4,7,4,5,1,1,5,7,4,2,4,4,7,2
219:9,6,4,2,7,7,5,1,1,7,9,7,2,6,9,6,4,8,3,6,2,3,1,7,2,4,3,1,5,3
220:4,9,8,8,3,7,4,6,9,9,9,6,2,7,3,8,1,8,4,1,4,7,6,9,7,5,7,8,6,5
221:5,8,7,9,6,8,2,5,2,2,4,3,9,1,8,5,8,7,9,8,6,9,6,9,3,5,5,2,3,7
222:8,9,5,5,7,5,4,2,6,8,1,4,1,9,1,1,5,5,2,4,6,7,8,3,3,4,8,1,9,5
223:1,8,9,7,3,6,3,7,6,6,9,7,7,3,7,4,5,3,2,4,6,9,7,3,3,1,8,5,3,1
224:6,8,2,8,8,2,8,9,9,6,2,9,3,4,3,6,3,5,9,6,4,6,6,6,7,7,9,7,6,3
225:3,4,2,4,4,8,7,6,8,3,8,6,4,7,6,8,2,8,2,3,8,1,5,3,5,6,2,9,9,4
